Utterance	Reversed tokens	Correct classification	RNC_1 classification	RNC_2 classification	RNC_3 classification	RNC_4 classification	RNC_5 classification	RNC_6 classification	RNC_7 classification	Majority vote
'infelizmentehoje em dias melhor ser arruaceiro agitador no brasil do que ser trabalhador honesto'"	em dias melhor ser no brasil do que ser trabalhador	"no	"no	"no	"no	"no	"no	"no	"no	"no
'farra do boi  logo logo vai ter mais um pedindo anistiasabe quem ne  faz me rir'"	do logo logo vai ter mais um pedindo quem ne faz me rir'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o senado um das instituicoes mas caras inuteis do pais votando corte de gastos dos outros os deles naobando de ladravazes do erario'"	'o um das mas caras do pais corte de gastos dos outros os deles de do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'preparem se esse  pec  for aprovado  brasil sera uma  nova etiopia '"	se esse pec for brasil sera uma '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse pais esta podreque nojo'"	'esse pais esta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'so abestalhados fazem essa prova imunda rsrspor isso que voces sempre serao os nossos escravos '"	'so fazem essa prova isso que voces sempre serao os nossos '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'votaremos em quem quisermos voto livre se vc nao gosta problema seu'"	em quem voto livre se vc nao gosta problema	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse modelo de enem enganar povo que pensa que vai entra na faculdadeentra uns poucos resto tudo fraude'"	'esse de enem povo que que vai na uns resto tudo	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse foi apenas mais uma fraude certamente deve ter outros tantos que fraudam ninguem nunca sabera alias esse pais historicamente ja uma grande fraude'"	'esse foi apenas mais uma deve ter outros tantos que ninguem nunca esse pais ja uma grande	"no	"no	"no	"no	"no	"no	"no	"no	"no
'me diga uma acao publica que nao tem fraudes neste pais desconfianca tao grande que fico querendo saber que pessoa de forro privilegiado que esta por traz deste esquema'"	uma publica que nao tem neste pais tao grande que querendo saber que pessoa de forro privilegiado que esta por deste	"no	"no	"no	"no	"no	"no	"no	"no	"no
'era de se esperarnao adianta perguntareles nao vao falar dos  milhoes do srra'"	de se nao vao falar dos milhoes do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'se contra brasil nao sei mas contra essa pec maligna draconiana eu sou serei sempre'"	'se contra brasil nao sei mas contra essa pec eu sou	"no	"no	"no	"no	"no	"no	"no	"no	"no
'quem apoia ladrao'"	'quem apoia	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pois qualificou investiu pesado na pf uns acham que unico culpadosp ta com falta de policial civil pm os paulista se acham kkkkkkkkkkkkk'"	'pois na uns acham que unico ta com falta de os se acham	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a economia de uma casa ou empresa diferente da economia de um pais uma empresa pode corta gasto bem mais facilmente mas seu governo corta gastos gera desemprego queda da economia john maynad keynes  todos defendem gasto com responsabilidade agora cortar gastos de educacao saude que nao '"	'a economia de uma casa ou empresa diferente da economia de um pais uma empresa pode corta gasto bem mais mas seu governo corta gastos gera da economia todos gasto com agora cortar gastos de educacao saude que nao '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pois quando estavam la nao fizeram nada de bom alem de distribuir dinheiro disfarcado de bolsa familia outras coisas nesse sentido educacao  otima saude otima  isso ja  melhor do que distribuir dinheiro '"	'pois quando estavam la nao fizeram nada de bom de dinheiro de bolsa familia outras coisas nesse educacao otima saude otima isso ja melhor do que dinheiro '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o que  assinaturas maioria de laranjas resto nao sabe nem por que assinou'"	'o que assinaturas maioria de resto nao sabe nem por que	"no	"no	"no	"no	"no	"no	"no	"no	"no
'marcos nao precisa ser guerra fria fria onde essse degoverrupto nos jogou  vermeslhos fora'"	'marcos nao precisa ser guerra fria fria onde nos jogou	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'globo sergio moro fizeram boca de urna nessas eleicoes'"	sergio moro fizeram boca de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'oposicao um governo que governa apenas para aelite '"	um governo que apenas para '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'marcos eu que achava que politica era  uma ferramenta de transformacao quato engano'"	'marcos eu que que politica era uma de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a esquerda segue passos largos rumo quase extincao continuem assim'"	'a esquerda quase assim'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vamos lutar muito pelos nossos direitos conquistados com tantas lutas '"	'vamos lutar muito pelos nossos direitos com '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'isso mesmo nao tinha pensado nisso mas uma hipotese plausivel'"	'isso mesmo nao tinha mas uma	"no	"no	"no	"no	"no	"no	"no	"no	"no
'mas nao vai ter um tupamaro ja foi tirado do poder ela aki nao forma'"	'mas nao vai ter um ja foi do poder ela nao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pena qual linha esta na reportagem que devo ter pulado essa'"	qual esta na que ter essa'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'isso que esta na mao dela nessa foto por acaso um baseado '"	'isso que esta na mao dela nessa por acaso um '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'infelizmente tudo q nao presta nesse pais da ibope essa anta prova viva disso'"	tudo q nao nesse pais da essa anta prova	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'sabe onde esta dedo que falta socado na _laugh_ mae kkkkkk'"	'sabe onde esta que falta na laugh mae kkkkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai ser dificil minha ha anos esta no ceu _laugh_ ta na zona'"	'vai ser dificil minha ha anos esta no laugh ta na	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'nao acredito barata cascuda deve ter alugado um hotel  estrelas inteiro'"	'nao acredito deve ter um	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'se essa coisa ficar mais uma semana  la uruguai entra em recessao'"	'se essa coisa ficar mais uma semana la uruguai em	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'to sentido que tem defensores de bandido por perto fui'"	'to que tem de bandido por perto	"no	"no	"no	"no	"no	"no	"no	"no	"no
'lamentavel mais eu garanto que em  meu voto do luiz inacio messias da silva'"	mais eu que em meu voto do luiz da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e que nao volte de la damos de presente pros uruguaios'"	'e que nao volte de la de pros	"no	"no	"no	"no	"no	"no	"no	"no	"no
'comunista defendendo  democraciakkkkk esses vermelhinhos sao uma piada'"	defendendo esses sao uma	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ja terceira vez que comento aqui por que sera que meus comentarios sao censurados'"	'ja vez que aqui por que sera que comentarios sao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'porque este robozinho fica buscando q nao deve pra censurar q precisa ele nao elimina'"	'porque este fica q nao deve pra q precisa ele nao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'reuniao de ex guerrilheiros sabe la que fizeram '"	de sabe la que fizeram '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o temer melhor que ta tendo ne com ele nosso pais sexta maior potencia do mundo ne'"	'o temer melhor que ta tendo ne com ele nosso pais maior do mundo ne'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'dali ele foi pro panama para acabar de esconder butim'"	ele foi pro para acabar de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ajudou afundar pais nao tem vergonha na cara acha tudo normal'"	pais nao tem vergonha na cara acha tudo	"no	"no	"no	"no	"no	"no	"no	"no	"no
'la ela foi recebida por tabare aqui onde vai recebida por alguns tabareus'"	ela foi recebida por tabare aqui onde vai recebida por alguns	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o que velha tem na mao   ops desculpa   tem no casco  '"	'o que velha tem na mao tem no '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quando falamos verdade nao publicam ainda falam em liberdade de expressao'"	'quando verdade nao ainda em de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vira ai que eu vou apontar dedo no seu'"	ai que eu vou no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'maria vai lavar uma louca que voce ganha mais '"	'maria vai lavar uma louca que voce ganha mais '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quase sempre um boyola reconhece outro boyola caso do rubinho'"	sempre um outro caso do	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'gayzinhos de barba sao os que mais entristecem os pais'"	de sao os que mais os pais'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ganhou pq nordestino nao sabe votar'"	'ganhou pq nao sabe	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ganhou com bilhoes roubados da petrobras bndes furnas'"	'ganhou com bilhoes da	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e so ver numero de dislike de seu coment inutil ver que nao tem tanta moral assimpalhaco '"	'e so ver numero de de seu inutil ver que nao tem tanta moral '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'carambaachei que ela ja tinha morrido tirso tambem'"	que ela ja tinha tambem'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a leveza de um paralelepipedo honestidade de um nove dedos'"	'a de um de um	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nao ofensa curiosidade mesmo  sabe tipo estudo dos animais '"	'nao mesmo sabe tipo dos '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o golpe dela rosana pra se reileita se chama bolsa familia'"	'o golpe dela pra se se chama bolsa	"no	"no	"no	"no	"no	"no	"no	"no	"no
'por isto ele _laugh_ pseudonimo  de surreal bidu'"	'por isto ele laugh de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'collor nao digno nem para limpar os sapatos  desta  diva'"	nao nem para os desta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nosso alvo nacional nao municipalaonde todos se dobrarao'"	nacional nao todos se	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ilegitimo foi vc que votou no temer eu votei aecio quem colocou seu presidento no poder foi vc'"	foi vc que no temer eu aecio quem seu no poder foi	"no	"no	"no	"no	"no	"no	"no	"no	"no
'por que essa revolta anderson _laugh_ familia esta presa'"	'por que essa laugh familia esta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a policia civil do rj por exemplo nao tem nem privada pra kaggar essa capivara ta preocupada com bandido '"	'a do por exemplo nao tem nem privada pra essa capivara ta com bandido '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'estou torcendo por um estu pro coletivo ja comprei varios azulzinhos rsrsrs'"	por um pro ja	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'presidio lugar pro sujeito pagar seus pecados nao ficar num resort de ferias'"	lugar pro pagar seus nao ficar num de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vitimas desses bandidos ninguem visita ne uma porque  eles ja mataram '"	desses bandidos ninguem visita ne uma porque eles ja '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'santa hipocrisia batman manda ela visitar hospitais publicos para ver se estao superlotados'"	hipocrisia manda ela visitar hospitais publicos para ver se estao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sempre admirei agora mais ainda      bela atitude  '"	'sempre agora mais ainda atitude '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'por que nao se reuniu com os parentes das vitimas'"	'por que nao se com os parentes das	"no	"no	"no	"no	"no	"no	"no	"no	"no
'trabalhar ninguem quer senao estaria vazio'"	ninguem quer senao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ave dra carmen lucia os que estao prestes morrer lhe saudam '"	dra carmen lucia os que estao lhe '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'daqui pra frente vai piorar porque nao havendo emprego   vai aumentar os furtos roubos '"	pra vai piorar porque nao emprego vai aumentar os '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'aproveita que esta ai ja implanta pena de morte para esses lixos  bndido bom bndido mrto'"	que esta ai ja pena de morte para esses bom	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pra mim ta vazio ministra que vai cuidar dos politicos safados que eles protegem '"	'pra mim ta ministra que vai cuidar dos politicos que eles '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'se depender do stf manda soltar todo mundoe com aposentadoria ainda por cima'"	'se do stf manda todo com aposentadoria ainda por	"no	"no	"no	"no	"no	"no	"no	"no	"no
'so falta essa judia carcamana ficar com do leve pra _laugh_ casa no lago sul'"	'so falta essa ficar com do leve pra laugh casa no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'essa velha deveria passear menos agir mais ate agora so conversa'"	'essa velha deveria menos mais ate agora so	"no	"no	"no	"no	"no	"no	"no	"no	"no
'x no minino mano bauza vai vim todo na retranca'"	no vai todo na	"no	"no	"no	"no	"no	"no	"no	"no	"no
'enquanto isto senado gasta  mil na decoracao de um gabinete'"	'enquanto isto gasta mil na de um	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o palmeiras vai ser campeao  sem mimimi mundial de '"	'o vai ser sem mimimi mundial de '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o neymar faria alguma falta na selecao ou _laugh_ ausencia seria melhor  '"	'o neymar alguma falta na selecao ou laugh seria melhor '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'felipe massa ja vai se aposentar que sera dessa selecao '"	massa ja vai se que sera dessa selecao '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'marinho um jogador que desequilibra qualquer jogo'"	um jogador que qualquer jogo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o sao paulo ja foi rebaixado '"	'o sao paulo ja foi rebaixado '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'jogar no psg decrescimo na carreira'"	no na	"no	"no	"no	"no	"no	"no	"no	"no	"no
'david luiz agora goleiro pra ter recorde pessoal de menos vazado'"	luiz agora pra ter pessoal de menos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'melhor do mundo'"	'melhor do mundo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'mano na boaangelim  volte pro video game rapaz cara fala messi ja foi eleito melhor fora de outro time  por acaso pele foi considerado melhor em outro  ele no cosmos ja estava no final de carreira nao existe isso de tem que provar em outro clube se for seguindo essa tua logica iniesta uma bosta segundo voce'"	'mano na volte pro rapaz cara fala messi ja foi eleito melhor fora de outro time por acaso pele foi melhor em outro ele no ja estava no de carreira nao existe isso de tem que em outro clube se for essa tua logica iniesta uma bosta segundo voce'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'isaque nao se faca de tonto chore menos _laugh_ lionete'"	nao se faca de menos laugh	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cr ja ganhou copa america nao julio baptista sim  _laugh_  to aqui so pra zuar mesmo kkkk'"	ja ganhou copa nao sim laugh to aqui so pra mesmo kkkk'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'deve ganhar premio fifa foi melhor da temporada'"	'deve ganhar foi melhor da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'que lindinho esse moco com esse oculos'"	'que esse com esse	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sai armario na mesma velocidade em que baixa qualidade de seu futebol'"	na mesma em que de seu futebol'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'atras so do robinho do fred campeoes da copa do brasil '"	so do do da copa do brasil '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'em pontos corridos nao tem apagao de refletor pra esfriar adversario rajkazblanks '"	'em pontos corridos nao tem de pra rajkazblanks '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'marias nos cio  minhas presas prediletas vou me esbanjar em devoralas'"	'marias nos vou me em	"no	"no	"no	"no	"no	"no	"no	"no	"no
'concordo em partes tem que ter sombra pro vizeu se nao se acomoda igual ao jorge'"	'concordo em partes tem que ter pro vizeu se nao se igual ao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'devia ficar damiao sair inutil do guerrero chorao'"	ficar damiao sair inutil do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse ze  muito burro cara empresario corre solto muita grana envolvida'"	'esse ze muito burro cara empresario muita grana	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o   para  tb   se acomodou um pouco  poderia revesar ele rodney '"	'o para tb se um pouco poderia ele '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'elenco grande de pouquissima qualidade '"	grande de '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'abel braga ano que vem pra disputar libertadores manda gabriel cia embora '"	ano que vem pra disputar libertadores manda gabriel embora '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'um dos melhores  se nw melhor ronaldo   de volante ou lateral  joga  muito'"	'um dos melhores se melhor de ou lateral joga muito'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'gigante que nao ganha um nacional  anosta de sacanagem ne'"	que nao ganha um nacional de ne'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cai na real vascainos segundo da segunda  kkkkkkkkk'"	na real segundo da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nao contratava mais medalhao flamengo so gasta gasta tendo os garotos da base'"	'nao mais flamengo so gasta gasta tendo os garotos da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'santos _laugh_ torcidinha cabe em uma kombi kk'"	laugh em uma	"no	"no	"no	"no	"no	"no	"no	"no	"no
'da  xozota da mae '"	'da da mae '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'a garotada rubro negra mandou lembranca de dentro da _laugh_ casa kkkkkkkkkkk'"	'a de dentro da laugh casa	"no	"no	"no	"no	"no	"no	"no	"no	"no
'desnecessario ofender flamengo tudo bem agora envolver outras partes ai ja nao apoio '"	flamengo tudo bem agora outras partes ai ja nao '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'voce ta na zona _laugh_ galinha'"	'voce ta na laugh	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'palmeiras nao tem mundial'"	nao tem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'as rubronecas piiiiiiiiiira com cheirinho de pum de porco'"	'as com cheirinho de de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'mulambos  setem cheirinho de hepicanuncukkkkkkkkkk'"	'mulambos cheirinho de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'dois mundias com uma libertadores '"	com uma libertadores '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'futebol argentino uma piada  so pancadaria confusao           '"	uma piada so '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sente cheirinho peido de porco nas _laugh_ caras kkkkk'"	cheirinho de porco nas laugh caras kkkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ragnar nome de travesti da escandinavia'"	nome de da	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
' sera policia fez pericia no carro  estranho ne '"	' sera fez no estranho ne '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'errou sou gaucho tenho marido'"	sou tenho	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'aposto que ainda vai ser presidente da camara'"	que ainda vai ser presidente da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e roubalheira continua esses sao profissionais'"	'e roubalheira continua esses sao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'so pela metade voce esta sendo bem otimista'"	'so pela voce esta sendo bem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ele vai ser pior presidente da historia'"	'ele vai ser pior presidente da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esses petralhas malditos'"	'esses petralhas	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'reforma estrutural no seu rbbono meu nao'"	no seu meu nao'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'que tornozeleira eletronica'"	'que	"no	"no	"no	"no	"no	"no	"no	"no	"no
'boca de cloaca'"	'boca de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'raposao politico de profissao  ta no fim da carreira piaui adora  eh boca mole eheheh'"	politico de ta no fim da carreira eh boca mole	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai pagar muito boq na cadeia para outros presos com essa boca de buc inchada'"	'vai pagar muito na cadeia para outros com essa boca de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'debil mental '"	'	"yes	"no	"no	"no	"no	"yes	"yes	"yes	"no
'morra '"	'	"yes	"no	"no	"no	"no	"yes	"yes	"yes	"no
'pior que acho que nao so boca que mole mais feio que este so cervero'"	que acho que nao so boca que mole mais feio que este so	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'muita denuncia pouca acao '"	denuncia pouca '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'joao retardado presta atencao na gangue que esta tomando brasil de assalto '"	'joao na que esta brasil de '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'todos sabemos que por causa da pesquisa de ontem no qual ele poderia ser presidente em '"	'todos sabemos que por causa da de ontem no qual ele poderia ser presidente em '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'todos ou voce duvidava dessa medida tao rapida do mpf'"	'todos ou voce dessa tao do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'calma tudo questao de tempo lembra do cunha'"	tudo de tempo lembra do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vai fazer denuncia pede para um juiz pegar caso blz'"	'vai fazer denuncia para um juiz pegar caso	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e tem que prender logo antes que ele fuja pra cuba'"	'e tem que prender logo antes que ele pra	"no	"no	"no	"no	"no	"no	"no	"no	"no
'olha ai um esquerdopata cmedor de alfafa me negativou  '"	'olha ai um esquerdopata de me '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'pesquisa comprada'"		"no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'prendam logo chefe mor da corrupcao'"	logo da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nunca nao existe materialidade so conviccao '"	'nunca nao existe so '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'na verdade  mesmo ja passou da hora '"	'na verdade mesmo ja da hora '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a casa caiu'"	'a casa	"no	"no	"no	"no	"no	"no	"no	"no	"no
'so denuncia mais prender que bom nada'"	'so denuncia mais prender que bom nada'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'quando ele sera preso '"	'quando ele sera preso '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'indiciam denunciam mas nao prendem'"	mas nao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'srs juizes predem logo este bandido '"	juizes logo este bandido '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nao vai dar em nada'"	'nao vai dar em nada'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'credo globo esta instigando violencia'"	globo esta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o filhodaphuta do brasil '"	'o do brasil '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quando provar irao para cadeia'"	'quando para	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ai louca ta nervosinha'"	louca ta	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'boisonso voce esta errando no uso das virgulas'"	voce esta no das	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'alem de burro analfabeto'"	'alem de burro	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e vc um idiotao'"	'e vc um	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'romulo come bosta'"	come bosta'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'lizzie come bosta'"	come bosta'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'kkkkk maior ladrao que merece morte '"	maior ladrao que morte '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e serio isso '"	'e serio isso '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pobre burro neque apoia direita'"	burro apoia direita'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'kkkkkkkkkkkkk que idiota'"	que idiota'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'psicopata seu doido '"	seu doido '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'mas ele nao  do futebol paraguaio'"	'mas ele nao do futebol	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o cara bom joga muito'"	'o cara bom joga muito'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nossa tudo que eu vejo na pagina do fluminense sao mulambos sem nada pra fazer porque em vez de ficar falando bosta nas paginas de outros times vai fazer uma coisa produtiva'"	'nossa tudo que eu vejo na pagina do fluminense sao sem nada pra fazer porque em vez de ficar falando bosta nas de outros times vai fazer uma coisa	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'eu acho que voce esta na pagina errada'"	'eu acho que voce esta na pagina	"no	"no	"no	"no	"no	"no	"no	"no	"no
'andre noiado ver se diminue fumo ta dificil'"	ver se ta	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'virou bagunca '"	'	"no	"no	"no	"no	"no	"yes	"yes	"yes	"no
'mais um jogo flaf z s sem estadione g l b o'"	'mais um jogo z sem g b	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'sempre uma varzea time pequeno assim mesmo'"	'sempre uma time assim mesmo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cala boca idiota '"	'cala boca idiota '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'jogador de time pequeno'"	de time	"no	"no	"no	"no	"no	"no	"no	"no	"no
'walter devia lutar sumo poderia se dar bem'"	lutar poderia se dar	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'burro'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'esse sorriso sonata nunca deve ter visto nem jogado futebol marcelo daniel alves jogam anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo vem esse bosta falar q eles sao ruins'"	'esse nunca deve ter nem futebol daniel anos em times de ponta da europa ja os titulo ja varias vezes na selecao do mundo vem esse bosta falar q eles sao	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'se vier  sera  um bom reforco'"	'se sera um bom	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nossa traz mais uma ai pra nos beber gostei da  do parmerda neleskkkkkkkkk'"	'nossa mais uma ai pra nos da do	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e  choro  continua sendo livre'"	'e choro continua sendo	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esta enganado '"	'esta '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'aprende escrever cavalo '"	cavalo '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vc chacota bi da b sem mundial kkk'"	'vc bi da b sem mundial	"no	"no	"no	"no	"no	"no	"no	"yes	"no
'o empresario desse rapaz simplesmente magico'"	'o empresario desse rapaz	"no	"no	"no	"no	"no	"no	"no	"no	"no
'libera rapido antes que os turcos desistam'"	antes que os	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a quanto tempo voces nao disputa uma libertadores'"	'a quanto tempo voces nao uma	"no	"no	"no	"no	"no	"no	"no	"no	"no
'lurdinha burra'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
